nameWithOwner,url,createdAt,stargazerCount,name,updatedAt,primaryLanguage.name,pullRequests.totalCount,releases.totalCount,releases.nodes,open.totalCount,closed.totalCount
spring-projects/spring-framework,https://github.com/spring-projects/spring-framework,2010-12-08T04:04:45Z,44211,spring-framework,2021-09-07T18:32:40Z,Java,696,210,"[{""createdAt"":""2013-05-20T17:18:46Z""},{""createdAt"":""2013-03-13T21:14:10Z""},{""createdAt"":""2013-01-24T18:44:53Z""},{""createdAt"":""2012-12-13T16:35:15Z""},{""createdAt"":""2012-11-27T09:28:06Z""},{""createdAt"":""2012-11-04T13:20:04Z""},{""createdAt"":""2012-09-12T01:41:11Z""},{""createdAt"":""2012-05-28T20:22:51Z""},{""createdAt"":""2013-01-23T13:58:18Z""},{""createdAt"":""2012-10-31T17:12:45Z""},{""createdAt"":""2012-07-07T15:13:55Z""},{""createdAt"":""2012-02-16T23:33:27Z""},{""createdAt"":""2011-12-13T16:35:49Z""},{""createdAt"":""2011-11-29T02:51:03Z""},{""createdAt"":""2011-10-12T05:55:36Z""},{""createdAt"":""2011-06-08T13:45:45Z""},{""createdAt"":""2011-02-11T08:22:30Z""},{""createdAt"":""2011-12-22T21:23:34Z""},{""createdAt"":""2011-08-19T01:25:03Z""},{""createdAt"":""2010-10-20T23:33:02Z""},{""createdAt"":""2010-08-19T10:50:59Z""},{""createdAt"":""2010-06-15T14:15:01Z""},{""createdAt"":""2010-04-02T10:36:59Z""},{""createdAt"":""2010-02-18T17:56:59Z""},{""createdAt"":""2009-12-16T16:56:59Z""},{""createdAt"":""2009-12-01T14:24:24Z""},{""createdAt"":""2009-11-13T15:13:07Z""},{""createdAt"":""2009-09-28T08:59:57Z""},{""createdAt"":""2009-08-10T10:17:21Z""},{""createdAt"":""2009-05-06T13:00:45Z""},{""createdAt"":""2009-02-25T19:11:04Z""},{""createdAt"":""2019-02-13T05:51:18Z""},{""createdAt"":""2019-03-31T07:23:18Z""},{""createdAt"":""2019-03-31T08:03:27Z""},{""createdAt"":""2019-03-31T08:42:37Z""},{""createdAt"":""2019-04-10T08:41:41Z""},{""createdAt"":""2019-05-09T08:59:31Z""},{""createdAt"":""2019-05-09T09:34:24Z""},{""createdAt"":""2019-05-09T14:55:50Z""},{""createdAt"":""2019-05-09T16:36:50Z""},{""createdAt"":""2019-06-13T13:17:42Z""},{""createdAt"":""2019-06-13T14:04:48Z""},{""createdAt"":""2019-08-02T08:07:38Z""},{""createdAt"":""2019-08-02T08:33:02Z""},{""createdAt"":""2019-08-02T09:02:04Z""},{""createdAt"":""2019-08-05T08:30:44Z""},{""createdAt"":""2019-09-05T09:06:49Z""},{""createdAt"":""2019-09-28T11:27:26Z""},{""createdAt"":""2019-09-30T08:57:40Z""},{""createdAt"":""2019-11-02T07:17:07Z""},{""createdAt"":""2019-11-02T08:19:28Z""},{""createdAt"":""2019-12-03T08:05:55Z""},{""createdAt"":""2019-12-03T08:59:16Z""},{""createdAt"":""2020-01-14T07:37:50Z""},{""createdAt"":""2020-01-14T08:00:38Z""},{""createdAt"":""2020-01-14T10:37:36Z""},{""createdAt"":""2020-01-14T11:06:57Z""},{""createdAt"":""2020-02-25T16:23:10Z""},{""createdAt"":""2020-02-25T16:42:46Z""},{""createdAt"":""2020-03-24T11:33:10Z""},{""createdAt"":""2020-04-28T07:29:29Z""},{""createdAt"":""2020-04-28T08:23:14Z""},{""createdAt"":""2020-04-28T09:08:29Z""},{""createdAt"":""2020-04-28T09:27:28Z""},{""createdAt"":""2020-06-09T06:51:46Z""},{""createdAt"":""2020-06-09T08:04:42Z""},{""createdAt"":""2020-06-25T07:27:13Z""},{""createdAt"":""2020-07-21T06:58:54Z""},{""createdAt"":""2020-07-21T07:05:32Z""},{""createdAt"":""2020-07-21T07:09:30Z""},{""createdAt"":""2020-07-21T08:20:49Z""},{""createdAt"":""2020-08-11T08:12:01Z""},{""createdAt"":""2020-09-15T08:30:58Z""},{""createdAt"":""2020-09-15T09:02:45Z""},{""createdAt"":""2020-09-15T09:41:19Z""},{""createdAt"":""2020-09-15T10:51:01Z""},{""createdAt"":""2020-09-15T13:46:35Z""},{""createdAt"":""2020-10-13T14:28:08Z""},{""createdAt"":""2020-10-27T13:26:31Z""},{""createdAt"":""2020-10-27T13:48:42Z""},{""createdAt"":""2020-10-27T14:44:42Z""},{""createdAt"":""2020-11-10T07:09:18Z""},{""createdAt"":""2020-11-10T08:59:43Z""},{""createdAt"":""2020-12-09T06:03:13Z""},{""createdAt"":""2020-12-09T06:34:33Z""},{""createdAt"":""2020-12-09T07:22:32Z""},{""createdAt"":""2020-12-09T08:10:49Z""},{""createdAt"":""2020-12-09T08:31:45Z""},{""createdAt"":""2021-01-12T06:26:25Z""},{""createdAt"":""2021-02-16T10:43:46Z""},{""createdAt"":""2021-02-16T11:39:34Z""},{""createdAt"":""2021-03-16T08:03:00Z""},{""createdAt"":""2021-04-13T11:08:55Z""},{""createdAt"":""2021-04-13T11:42:39Z""},{""createdAt"":""2021-05-12T05:38:51Z""},{""createdAt"":""2021-05-12T06:05:33Z""},{""createdAt"":""2021-06-09T07:38:20Z""},{""createdAt"":""2021-07-14T06:36:18Z""},{""createdAt"":""2021-07-14T07:50:53Z""}]",1071,20083
google/guava,https://github.com/google/guava,2014-05-29T16:23:17Z,42262,guava,2021-09-07T20:51:15Z,Java,354,32,"[{""createdAt"":""2016-10-04T20:21:56Z""},{""createdAt"":""2016-10-28T20:30:44Z""},{""createdAt"":""2016-12-19T17:47:37Z""},{""createdAt"":""2017-01-03T21:34:20Z""},{""createdAt"":""2017-01-12T19:09:51Z""},{""createdAt"":""2017-05-02T21:06:51Z""},{""createdAt"":""2017-05-22T18:46:19Z""},{""createdAt"":""2017-08-04T20:30:56Z""},{""createdAt"":""2017-07-24T20:02:50Z""},{""createdAt"":""2017-09-27T19:34:46Z""},{""createdAt"":""2017-10-11T22:41:29Z""},{""createdAt"":""2017-10-26T19:54:19Z""},{""createdAt"":""2017-11-09T17:21:58Z""},{""createdAt"":""2017-11-22T20:20:42Z""},{""createdAt"":""2017-12-21T00:52:22Z""},{""createdAt"":""2018-02-01T20:16:14Z""},{""createdAt"":""2018-03-14T21:55:35Z""},{""createdAt"":""2018-04-25T22:12:31Z""},{""createdAt"":""2018-04-26T02:31:24Z""},{""createdAt"":""2018-05-29T14:42:12Z""},{""createdAt"":""2018-05-23T17:42:57Z""},{""createdAt"":""2018-08-01T21:39:54Z""},{""createdAt"":""2018-10-18T18:07:14Z""},{""createdAt"":""2018-11-19T19:00:17Z""},{""createdAt"":""2019-03-08T16:10:10Z""},{""createdAt"":""2019-06-11T23:05:47Z""},{""createdAt"":""2019-08-28T20:42:58Z""},{""createdAt"":""2019-12-27T03:06:54Z""},{""createdAt"":""2020-04-13T21:13:10Z""},{""createdAt"":""2020-10-16T20:27:24Z""},{""createdAt"":""2020-12-14T15:52:01Z""},{""createdAt"":""2021-03-19T15:29:15Z""}]",640,2640
TheAlgorithms/Java,https://github.com/TheAlgorithms/Java,2016-07-16T10:21:02Z,40487,Java,2021-09-07T19:04:47Z,Java,529,0,[],11,383
square/retrofit,https://github.com/square/retrofit,2010-09-06T21:39:43Z,38656,retrofit,2021-09-07T08:09:55Z,Java,738,0,[],121,2394
kon9chunkit/GitHub-Chinese-Top-Charts,https://github.com/kon9chunkit/GitHub-Chinese-Top-Charts,2019-09-05T03:01:56Z,38412,GitHub-Chinese-Top-Charts,2021-09-07T13:20:37Z,Java,0,0,[],137,53
apache/dubbo,https://github.com/apache/dubbo,2012-06-19T07:56:02Z,36102,dubbo,2021-09-07T13:45:00Z,Java,2580,38,"[{""createdAt"":""2014-10-30T10:48:56Z""},{""createdAt"":""2017-09-06T06:32:31Z""},{""createdAt"":""2017-09-11T03:36:08Z""},{""createdAt"":""2017-10-11T13:59:42Z""},{""createdAt"":""2017-11-04T07:38:27Z""},{""createdAt"":""2017-12-12T14:28:34Z""},{""createdAt"":""2018-01-07T13:59:20Z""},{""createdAt"":""2018-01-25T02:28:07Z""},{""createdAt"":""2018-03-13T01:42:45Z""},{""createdAt"":""2018-03-16T09:53:16Z""},{""createdAt"":""2018-05-24T09:52:09Z""},{""createdAt"":""2018-08-27T01:44:50Z""},{""createdAt"":""2018-09-17T09:51:13Z""},{""createdAt"":""2018-11-13T10:51:19Z""},{""createdAt"":""2019-01-21T09:45:56Z""},{""createdAt"":""2019-02-28T08:35:27Z""},{""createdAt"":""2019-03-18T11:11:48Z""},{""createdAt"":""2019-05-31T03:13:33Z""},{""createdAt"":""2019-07-12T15:03:13Z""},{""createdAt"":""2019-07-12T07:20:35Z""},{""createdAt"":""2019-10-12T05:00:01Z""},{""createdAt"":""2019-12-24T02:45:29Z""},{""createdAt"":""2020-03-23T07:58:16Z""},{""createdAt"":""2020-03-02T04:18:14Z""},{""createdAt"":""2020-05-12T02:56:01Z""},{""createdAt"":""2020-07-17T05:16:14Z""},{""createdAt"":""2020-07-17T09:10:40Z""},{""createdAt"":""2021-02-07T16:27:16Z""},{""createdAt"":""2021-03-19T06:46:54Z""},{""createdAt"":""2021-04-02T11:19:54Z""},{""createdAt"":""2021-05-06T16:09:25Z""},{""createdAt"":""2021-05-29T17:09:46Z""},{""createdAt"":""2021-06-08T03:14:23Z""},{""createdAt"":""2021-06-13T06:40:09Z""},{""createdAt"":""2021-06-29T03:11:27Z""},{""createdAt"":""2021-08-01T02:45:59Z""},{""createdAt"":""2021-08-17T16:46:46Z""},{""createdAt"":""2021-08-19T11:29:06Z""}]",885,3768
PhilJay/MPAndroidChart,https://github.com/PhilJay/MPAndroidChart,2014-04-25T14:29:47Z,33897,MPAndroidChart,2021-09-07T18:11:30Z,Java,190,44,"[{""createdAt"":""2014-05-28T22:26:46Z""},{""createdAt"":""2014-07-14T22:50:59Z""},{""createdAt"":""2014-07-24T22:51:51Z""},{""createdAt"":""2014-08-01T13:30:43Z""},{""createdAt"":""2014-08-04T14:12:36Z""},{""createdAt"":""2014-08-15T18:47:13Z""},{""createdAt"":""2014-08-18T12:36:00Z""},{""createdAt"":""2014-09-03T23:14:25Z""},{""createdAt"":""2014-09-28T13:20:15Z""},{""createdAt"":""2014-09-28T21:21:59Z""},{""createdAt"":""2014-09-30T06:57:32Z""},{""createdAt"":""2014-10-02T17:30:34Z""},{""createdAt"":""2014-10-06T13:27:03Z""},{""createdAt"":""2014-10-15T22:18:38Z""},{""createdAt"":""2014-10-17T07:52:30Z""},{""createdAt"":""2014-10-22T17:58:42Z""},{""createdAt"":""2014-10-30T11:31:43Z""},{""createdAt"":""2014-11-18T19:52:22Z""},{""createdAt"":""2015-02-21T14:09:36Z""},{""createdAt"":""2015-02-27T16:15:11Z""},{""createdAt"":""2015-02-28T15:38:06Z""},{""createdAt"":""2015-03-01T09:39:22Z""},{""createdAt"":""2015-03-13T19:52:36Z""},{""createdAt"":""2015-04-07T15:02:48Z""},{""createdAt"":""2015-05-05T07:04:52Z""},{""createdAt"":""2015-07-20T11:01:32Z""},{""createdAt"":""2015-07-24T22:16:00Z""},{""createdAt"":""2015-07-31T21:59:40Z""},{""createdAt"":""2015-09-20T08:21:13Z""},{""createdAt"":""2015-10-11T17:24:06Z""},{""createdAt"":""2015-11-02T19:31:37Z""},{""createdAt"":""2016-01-18T23:00:52Z""},{""createdAt"":""2016-02-10T19:19:54Z""},{""createdAt"":""2016-02-28T18:31:49Z""},{""createdAt"":""2016-03-31T09:26:05Z""},{""createdAt"":""2016-05-27T15:47:13Z""},{""createdAt"":""2016-07-01T16:54:59Z""},{""createdAt"":""2016-07-02T10:36:16Z""},{""createdAt"":""2016-10-19T07:08:42Z""},{""createdAt"":""2016-11-17T18:01:53Z""},{""createdAt"":""2017-03-23T15:15:16Z""},{""createdAt"":""2017-11-29T14:57:30Z""},{""createdAt"":""2018-10-28T03:56:40Z""},{""createdAt"":""2019-03-16T10:53:42Z""}]",1869,2826
airbnb/lottie-android,https://github.com/airbnb/lottie-android,2016-10-06T22:42:42Z,31716,lottie-android,2021-09-07T16:19:06Z,Java,470,36,"[{""createdAt"":""2017-01-26T21:30:30Z""},{""createdAt"":""2017-02-09T21:44:58Z""},{""createdAt"":""2017-02-13T08:18:53Z""},{""createdAt"":""2018-08-04T19:57:30Z""},{""createdAt"":""2018-08-04T20:10:15Z""},{""createdAt"":""2018-08-04T20:47:31Z""},{""createdAt"":""2018-08-04T21:01:35Z""},{""createdAt"":""2018-08-04T21:09:41Z""},{""createdAt"":""2018-08-05T17:52:51Z""},{""createdAt"":""2018-08-08T15:48:12Z""},{""createdAt"":""2018-08-13T00:00:03Z""},{""createdAt"":""2018-08-14T00:59:20Z""},{""createdAt"":""2018-08-14T04:32:14Z""},{""createdAt"":""2018-08-14T06:12:20Z""},{""createdAt"":""2018-08-29T14:31:06Z""},{""createdAt"":""2018-09-04T01:44:58Z""},{""createdAt"":""2018-09-06T16:33:16Z""},{""createdAt"":""2018-09-24T06:50:44Z""},{""createdAt"":""2019-03-22T00:29:25Z""},{""createdAt"":""2019-04-26T00:30:44Z""},{""createdAt"":""2019-10-13T18:39:24Z""},{""createdAt"":""2019-11-13T17:57:41Z""},{""createdAt"":""2019-12-01T23:08:52Z""},{""createdAt"":""2020-02-22T18:52:20Z""},{""createdAt"":""2020-06-05T16:38:29Z""},{""createdAt"":""2020-08-28T21:54:16Z""},{""createdAt"":""2020-10-03T22:12:45Z""},{""createdAt"":""2020-11-09T03:21:18Z""},{""createdAt"":""2020-11-09T03:21:18Z""},{""createdAt"":""2021-05-20T07:00:00Z""},{""createdAt"":""2021-07-08T04:41:17Z""},{""createdAt"":""2021-07-08T04:41:17Z""},{""createdAt"":""2021-07-18T00:21:52Z""},{""createdAt"":""2021-07-18T00:21:52Z""},{""createdAt"":""2021-07-28T23:21:47Z""},{""createdAt"":""2021-08-17T20:42:22Z""}]",41,1286
bumptech/glide,https://github.com/bumptech/glide,2013-07-08T22:52:33Z,31675,glide,2021-09-07T21:49:32Z,Java,376,36,"[{""createdAt"":""2013-08-08T21:31:12Z""},{""createdAt"":""2013-08-27T17:51:59Z""},{""createdAt"":""2013-09-05T19:31:04Z""},{""createdAt"":""2014-03-02T23:08:38Z""},{""createdAt"":""2014-04-15T01:57:43Z""},{""createdAt"":""2014-04-15T14:21:17Z""},{""createdAt"":""2014-06-15T19:22:24Z""},{""createdAt"":""2014-06-19T14:35:28Z""},{""createdAt"":""2014-09-02T00:11:26Z""},{""createdAt"":""2014-09-14T22:55:17Z""},{""createdAt"":""2014-11-07T16:28:33Z""},{""createdAt"":""2015-01-25T21:56:14Z""},{""createdAt"":""2015-01-30T02:39:20Z""},{""createdAt"":""2015-02-22T17:29:36Z""},{""createdAt"":""2015-05-01T17:34:52Z""},{""createdAt"":""2015-06-28T20:48:14Z""},{""createdAt"":""2016-01-24T20:58:37Z""},{""createdAt"":""2017-05-03T14:01:41Z""},{""createdAt"":""2017-05-17T14:42:52Z""},{""createdAt"":""2017-06-21T14:16:03Z""},{""createdAt"":""2017-08-01T15:31:33Z""},{""createdAt"":""2017-09-01T14:06:22Z""},{""createdAt"":""2017-09-05T14:11:35Z""},{""createdAt"":""2017-10-03T14:38:38Z""},{""createdAt"":""2017-10-31T14:54:54Z""},{""createdAt"":""2017-11-06T18:15:01Z""},{""createdAt"":""2017-12-04T16:34:34Z""},{""createdAt"":""2018-01-05T17:22:17Z""},{""createdAt"":""2018-02-01T16:28:34Z""},{""createdAt"":""2018-02-02T15:21:28Z""},{""createdAt"":""2018-04-10T20:20:18Z""},{""createdAt"":""2018-08-16T16:05:58Z""},{""createdAt"":""2019-02-14T20:13:32Z""},{""createdAt"":""2019-09-18T16:16:41Z""},{""createdAt"":""2020-01-08T17:50:22Z""},{""createdAt"":""2021-01-29T22:56:52Z""}]",272,3728
Blankj/AndroidUtilCode,https://github.com/Blankj/AndroidUtilCode,2016-07-30T18:18:32Z,29787,AndroidUtilCode,2021-09-07T12:28:34Z,Java,73,116,"[{""createdAt"":""2017-05-27T07:56:39Z""},{""createdAt"":""2017-06-17T07:03:48Z""},{""createdAt"":""2017-08-01T10:32:25Z""},{""createdAt"":""2017-08-02T08:56:17Z""},{""createdAt"":""2017-08-11T09:46:29Z""},{""createdAt"":""2017-08-28T09:45:25Z""},{""createdAt"":""2017-08-30T06:55:25Z""},{""createdAt"":""2017-09-02T09:06:22Z""},{""createdAt"":""2017-09-05T09:44:19Z""},{""createdAt"":""2017-09-26T08:41:52Z""},{""createdAt"":""2017-09-30T07:52:06Z""},{""createdAt"":""2017-10-11T10:13:13Z""},{""createdAt"":""2017-10-25T03:00:29Z""},{""createdAt"":""2017-10-25T08:03:47Z""},{""createdAt"":""2017-10-27T15:20:55Z""},{""createdAt"":""2017-11-06T10:01:24Z""},{""createdAt"":""2017-11-07T10:19:05Z""},{""createdAt"":""2017-11-30T10:09:25Z""},{""createdAt"":""2017-12-14T02:33:58Z""},{""createdAt"":""2017-12-28T08:07:49Z""},{""createdAt"":""2018-01-10T00:15:22Z""},{""createdAt"":""2018-01-17T03:22:12Z""},{""createdAt"":""2018-01-27T07:07:21Z""},{""createdAt"":""2018-01-31T03:30:08Z""},{""createdAt"":""2018-01-31T08:11:10Z""},{""createdAt"":""2018-02-12T13:58:59Z""},{""createdAt"":""2018-03-04T12:28:43Z""},{""createdAt"":""2018-03-05T08:32:59Z""},{""createdAt"":""2018-03-10T10:28:06Z""},{""createdAt"":""2018-03-10T10:40:06Z""},{""createdAt"":""2018-03-16T06:01:06Z""},{""createdAt"":""2018-03-20T17:03:33Z""},{""createdAt"":""2018-03-29T12:48:42Z""},{""createdAt"":""2018-04-03T10:13:37Z""},{""createdAt"":""2018-04-08T12:22:26Z""},{""createdAt"":""2018-04-09T02:23:32Z""},{""createdAt"":""2018-04-10T08:59:52Z""},{""createdAt"":""2018-04-16T08:32:20Z""},{""createdAt"":""2018-04-17T09:35:15Z""},{""createdAt"":""2018-04-18T12:12:15Z""},{""createdAt"":""2018-04-23T02:45:22Z""},{""createdAt"":""2018-04-23T12:24:04Z""},{""createdAt"":""2018-04-28T09:09:33Z""},{""createdAt"":""2018-05-02T08:36:50Z""},{""createdAt"":""2018-05-15T04:02:55Z""},{""createdAt"":""2018-05-15T09:09:27Z""},{""createdAt"":""2018-05-23T09:55:20Z""},{""createdAt"":""2018-05-25T08:10:18Z""},{""createdAt"":""2018-06-01T09:02:56Z""},{""createdAt"":""2018-06-01T09:26:46Z""},{""createdAt"":""2018-06-15T02:34:17Z""},{""createdAt"":""2018-06-25T09:13:32Z""},{""createdAt"":""2018-06-29T06:09:47Z""},{""createdAt"":""2018-07-17T13:10:42Z""},{""createdAt"":""2018-07-31T12:54:29Z""},{""createdAt"":""2018-08-04T14:25:17Z""},{""createdAt"":""2018-08-06T09:16:20Z""},{""createdAt"":""2018-08-07T02:31:39Z""},{""createdAt"":""2018-08-07T15:24:56Z""},{""createdAt"":""2018-08-08T07:30:49Z""},{""createdAt"":""2018-08-09T06:08:13Z""},{""createdAt"":""2018-08-10T09:35:00Z""},{""createdAt"":""2018-08-25T04:17:22Z""},{""createdAt"":""2018-08-30T10:19:34Z""},{""createdAt"":""2018-09-06T10:13:00Z""},{""createdAt"":""2018-09-13T01:52:07Z""},{""createdAt"":""2018-10-16T06:04:52Z""},{""createdAt"":""2018-10-24T07:29:24Z""},{""createdAt"":""2018-10-25T11:39:13Z""},{""createdAt"":""2018-11-20T16:43:13Z""},{""createdAt"":""2018-12-06T08:02:58Z""},{""createdAt"":""2018-12-16T18:40:43Z""},{""createdAt"":""2018-12-17T06:24:50Z""},{""createdAt"":""2018-12-18T10:19:02Z""},{""createdAt"":""2018-12-22T15:52:07Z""},{""createdAt"":""2018-12-24T13:10:51Z""},{""createdAt"":""2018-12-29T11:18:31Z""},{""createdAt"":""2019-01-18T08:19:08Z""},{""createdAt"":""2019-01-25T14:29:10Z""},{""createdAt"":""2019-01-28T17:52:21Z""},{""createdAt"":""2019-01-30T18:00:32Z""},{""createdAt"":""2019-02-25T12:14:17Z""},{""createdAt"":""2019-02-28T02:52:15Z""},{""createdAt"":""2019-03-08T03:39:56Z""},{""createdAt"":""2019-06-03T13:13:11Z""},{""createdAt"":""2019-06-05T13:04:01Z""},{""createdAt"":""2019-06-06T01:39:55Z""},{""createdAt"":""2019-06-19T12:02:33Z""},{""createdAt"":""2019-06-29T11:35:23Z""},{""createdAt"":""2019-07-15T17:21:24Z""},{""createdAt"":""2019-07-26T08:58:16Z""},{""createdAt"":""2019-07-28T04:19:42Z""},{""createdAt"":""2019-08-08T13:48:10Z""},{""createdAt"":""2019-08-25T10:03:59Z""},{""createdAt"":""2019-11-27T16:58:23Z""},{""createdAt"":""2020-03-31T20:47:32Z""},{""createdAt"":""2020-04-12T19:27:08Z""},{""createdAt"":""2020-05-28T02:49:41Z""},{""createdAt"":""2020-10-24T18:33:15Z""}]",92,1239
NationalSecurityAgency/ghidra,https://github.com/NationalSecurityAgency/ghidra,2019-03-01T03:27:48Z,28674,ghidra,2021-09-07T20:16:57Z,Java,215,14,"[{""createdAt"":""2021-04-21T19:48:15Z""},{""createdAt"":""2021-03-24T19:49:36Z""},{""createdAt"":""2020-12-29T21:00:22Z""},{""createdAt"":""2020-12-14T20:25:46Z""},{""createdAt"":""2020-11-13T01:22:24Z""},{""createdAt"":""2020-02-12T16:03:17Z""},{""createdAt"":""2019-12-18T15:54:04Z""},{""createdAt"":""2019-10-29T17:54:49Z""},{""createdAt"":""2019-05-16T19:42:35Z""},{""createdAt"":""2019-04-03T17:42:13Z""},{""createdAt"":""2019-03-26T19:18:24Z""},{""createdAt"":""2021-06-17T20:46:40Z""},{""createdAt"":""2021-07-08T17:16:19Z""},{""createdAt"":""2021-08-04T15:31:51Z""}]",994,1600
geekxh/hello-algorithm,https://github.com/geekxh/hello-algorithm,2020-05-29T05:47:09Z,28422,hello-algorithm,2021-09-07T15:06:09Z,Java,23,0,[],3,31
zxing/zxing,https://github.com/zxing/zxing,2011-10-12T14:07:27Z,28331,zxing,2021-09-07T13:37:21Z,Java,174,27,"[{""createdAt"":""2014-01-19T00:54:33Z""},{""createdAt"":""2014-01-19T00:54:33Z""},{""createdAt"":""2014-01-19T00:54:33Z""},{""createdAt"":""2014-02-04T14:50:36Z""},{""createdAt"":""2014-02-28T12:27:03Z""},{""createdAt"":""2014-02-28T12:38:36Z""},{""createdAt"":""2014-03-13T16:26:17Z""},{""createdAt"":""2014-03-16T02:56:09Z""},{""createdAt"":""2014-04-18T13:29:54Z""},{""createdAt"":""2014-04-26T11:02:51Z""},{""createdAt"":""2014-05-22T09:17:19Z""},{""createdAt"":""2014-05-22T06:33:07Z""},{""createdAt"":""2014-05-22T15:23:55Z""},{""createdAt"":""2015-02-15T12:48:12Z""},{""createdAt"":""2015-02-15T12:48:15Z""},{""createdAt"":""2015-08-19T12:21:03Z""},{""createdAt"":""2015-10-27T10:57:38Z""},{""createdAt"":""2015-11-08T14:18:07Z""},{""createdAt"":""2016-09-14T19:46:54Z""},{""createdAt"":""2016-09-16T14:20:48Z""},{""createdAt"":""2017-10-25T17:28:06Z""},{""createdAt"":""2017-10-25T18:29:49Z""},{""createdAt"":""2018-01-31T04:14:01Z""},{""createdAt"":""2018-05-29T15:18:10Z""},{""createdAt"":""2018-09-11T13:59:25Z""},{""createdAt"":""2019-05-18T00:36:13Z""},{""createdAt"":""2020-09-30T00:53:36Z""}]",8,1097
netty/netty,https://github.com/netty/netty,2010-11-09T09:22:21Z,27508,netty,2021-09-07T14:59:39Z,Java,2151,0,[],449,5116
eugenp/tutorials,https://github.com/eugenp/tutorials,2013-04-29T18:26:36Z,27414,tutorials,2021-09-07T21:21:21Z,Java,7617,0,[],46,481
skylot/jadx,https://github.com/skylot/jadx,2013-03-18T17:08:21Z,27066,jadx,2021-09-07T17:10:45Z,Java,274,14,"[{""createdAt"":""2013-06-17T19:07:35Z""},{""createdAt"":""2013-12-25T19:55:45Z""},{""createdAt"":""2014-03-25T19:04:00Z""},{""createdAt"":""2014-06-20T16:20:35Z""},{""createdAt"":""2014-08-15T19:08:18Z""},{""createdAt"":""2014-11-09T12:34:19Z""},{""createdAt"":""2015-04-10T19:02:17Z""},{""createdAt"":""2016-12-05T08:06:17Z""},{""createdAt"":""2018-03-25T09:30:39Z""},{""createdAt"":""2018-08-26T19:18:06Z""},{""createdAt"":""2019-02-11T11:56:03Z""},{""createdAt"":""2019-06-19T18:32:10Z""},{""createdAt"":""2019-12-07T15:31:24Z""},{""createdAt"":""2020-11-14T16:14:13Z""}]",184,732
alibaba/arthas,https://github.com/alibaba/arthas,2018-08-29T17:15:57Z,27035,arthas,2021-09-07T10:22:36Z,Java,344,37,"[{""createdAt"":""2018-09-05T18:01:44Z""},{""createdAt"":""2018-09-14T10:48:12Z""},{""createdAt"":""2018-11-28T13:36:44Z""},{""createdAt"":""2019-02-13T17:11:27Z""},{""createdAt"":""2019-05-15T09:34:31Z""},{""createdAt"":""2019-09-09T03:32:23Z""},{""createdAt"":""2019-09-18T16:58:56Z""},{""createdAt"":""2019-09-24T18:14:33Z""},{""createdAt"":""2019-11-25T18:15:24Z""},{""createdAt"":""2019-12-03T18:45:01Z""},{""createdAt"":""2019-12-04T03:30:34Z""},{""createdAt"":""2020-04-02T10:53:37Z""},{""createdAt"":""2020-04-11T15:31:22Z""},{""createdAt"":""2020-05-27T18:10:36Z""},{""createdAt"":""2020-05-29T12:13:44Z""},{""createdAt"":""2020-06-01T11:42:46Z""},{""createdAt"":""2020-06-05T13:50:44Z""},{""createdAt"":""2020-06-30T06:43:43Z""},{""createdAt"":""2020-06-30T15:33:35Z""},{""createdAt"":""2020-06-30T16:03:53Z""},{""createdAt"":""2020-07-23T16:30:48Z""},{""createdAt"":""2020-08-10T13:41:05Z""},{""createdAt"":""2020-08-11T12:05:53Z""},{""createdAt"":""2020-09-02T15:32:26Z""},{""createdAt"":""2020-09-11T12:45:40Z""},{""createdAt"":""2020-09-22T14:28:33Z""},{""createdAt"":""2020-09-27T15:10:37Z""},{""createdAt"":""2020-11-04T04:41:09Z""},{""createdAt"":""2020-12-02T16:00:19Z""},{""createdAt"":""2021-01-11T13:59:30Z""},{""createdAt"":""2021-02-25T14:26:13Z""},{""createdAt"":""2021-02-26T07:10:25Z""},{""createdAt"":""2021-03-09T03:47:51Z""},{""createdAt"":""2021-05-13T15:23:30Z""},{""createdAt"":""2021-06-10T13:03:56Z""},{""createdAt"":""2021-07-22T11:51:44Z""},{""createdAt"":""2021-09-02T03:48:28Z""}]",136,1232
crossoverJie/JCSprout,https://github.com/crossoverJie/JCSprout,2017-12-17T09:06:50Z,26379,JCSprout,2021-09-07T12:57:23Z,Java,69,0,[],30,59
ityouknow/spring-boot-examples,https://github.com/ityouknow/spring-boot-examples,2016-11-05T05:32:33Z,26196,spring-boot-examples,2021-09-07T15:59:53Z,Java,7,0,[],5,97
JakeWharton/butterknife,https://github.com/JakeWharton/butterknife,2013-03-05T08:18:59Z,25735,butterknife,2021-09-07T13:24:04Z,Java,346,0,[],95,1071
